"Object","Close_Approach_CA_Date","CA_Distance_Nominal_km","CA_Distance_Minimum_km","V_relative_km/s","V_infinity_km/s","H_mag","Diameter","Rarity"
"(2022 QT1)","2022-Aug-14 02:33 ±    00:01","4266291","4239246","23.93","23.93","24.5","33 m -   75 m","0"
"(2022 OA4)","2022-Aug-14 09:07 ±    00:03","6960372","6907542","7.86","7.85","26.1","16 m -   37 m","0"
"(2022 QF1)","2022-Aug-15 21:26 ± < 00:01","973029","971380","12.29","12.25","27.5","8.3 m -   19 m","0"
"(2022 QA2)","2022-Aug-15 22:33 ± < 00:01","874709","873195","8.10","8.04","28.8","4.6 m -   10 m","0"
"(2022 PJ1)","2022-Aug-16 01:29 ± < 00:01","4231377","4216152","5.93","5.92","26.3","14 m -   32 m","0"
"(2022 PW)","2022-Aug-16 03:04 ± < 00:01","530375","529795","7.47","7.37","25.4","22 m -   50 m","1"
"(2022 QY6)","2022-Aug-16 03:51 ±    01:43","5465454","5381637","7.79","7.79","26.5","13 m -   30 m","0"
"(2022 QW33)","2022-Aug-16 06:04 ±    00:10","3626806","3595951","5.99","5.97","26.8","11 m -   26 m","0"
"(2022 QO1)","2022-Aug-16 13:26 ±    00:01","1474366","1468663","12.82","12.79","28.1","6.4 m -   14 m","0"
"(2022 QE3)","2022-Aug-16 14:53 ± < 00:01","2028812","2016769","7.64","7.61","26.6","13 m -   28 m","0"
"(2022 QA)","2022-Aug-16 21:34 ± < 00:01","299003","298857","15.23","15.14","26.9","11 m -   24 m","1"
"(2022 RK2)","2022-Aug-17 12:40 ±    00:49","3780081","3754669","6.31","6.30","25.9","17 m -   39 m","0"
"(2022 QF)","2022-Aug-17 15:41 ± < 00:01","1509989","1507200","20.08","20.07","23.7","48 m -  110 m","1"
"(2022 QB)","2022-Aug-17 16:52 ± < 00:01","1532365","1530446","6.94","6.90","27.6","8.1 m -   18 m","0"
"(2022 PC)","2022-Aug-18 00:07 ± < 00:01","6290891","6289364","4.06","4.04","23.7","47 m -  110 m","0"
"(2022 QC1)","2022-Aug-18 03:55 ± < 00:01","2758142","2751782","15.66","15.65","25.3","23 m -   52 m","0"
"(2022 QO3)","2022-Aug-18 20:36 ± < 00:01","3569863","3567382","6.88","6.86","24.3","37 m -   83 m","0"
"(2022 QS6)","2022-Aug-18 23:33 ±    00:20","2979159","2961217","6.91","6.89","26.0","17 m -   38 m","0"
"(2022 QH2)","2022-Aug-19 06:55 ± < 00:01","1355163","1351977","16.40","16.38","25.2","24 m -   54 m","1"
"(2022 QO4)","2022-Aug-19 09:20 ± < 00:01","4971009","4970313","11.09","11.09","24.9","28 m -   62 m","0"
"(2022 QT31)","2022-Aug-19 17:34 ±    00:02","5657990","5648214","9.18","9.18","23.5","52 m -  120 m","0"
"(2022 QC)","2022-Aug-20 05:47 ± < 00:01","998025","996808","17.52","17.50","25.3","23 m -   52 m","1"
"(2022 QO2)","2022-Aug-20 07:46 ±    00:02","205643","205041","18.08","17.98","27.7","7.8 m -   17 m","1"
"(2022 QC6)","2022-Aug-20 10:06 ± < 00:01","5855451","5814224","7.29","7.28","25.3","23 m -   51 m","0"
"(2022 QA1)","2022-Aug-20 10:20 ± < 00:01","4219792","4206906","8.33","8.31","25.2","24 m -   53 m","0"
"(2022 QW1)","2022-Aug-20 14:42 ± < 00:01","204583","204317","10.92","10.74","27.1","10 m -   23 m","1"
"(2022 QE1)","2022-Aug-20 19:59 ± < 00:01","184836","184731","6.35","6.00","28.3","5.7 m -   13 m","0"
"(2019 AV13)","2022-Aug-20 21:21 ± < 00:01","5282944","5282930","9.18","9.17","22.3","94 m -  210 m","1"
"(2022 QB1)","2022-Aug-20 22:58 ± < 00:01","2108770","2105636","3.73","3.68","28.9","4.4 m -  9.9 m","0"
"(2022 QU3)","2022-Aug-21 05:24 ± < 00:01","1846178","1840482","8.75","8.72","26.8","11 m -   25 m","0"
"(2022 QW4)","2022-Aug-21 13:25 ± < 00:01","1592870","1583903","17.99","17.97","26.6","13 m -   29 m","0"
"(2020 QW3)","2022-Aug-22 01:11 ± 1_22:13","5392410","2396662","18.07","18.07","25.4","22 m -   49 m","0"
"(2022 QT5)","2022-Aug-22 04:26 ± < 00:01","3909152","3907608","9.60","9.59","25.8","18 m -   40 m","0"
"(2022 QM)","2022-Aug-22 06:09 ±    00:12","7191322","7148462","5.14","5.13","26.3","15 m -   33 m","0"
"(2022 QV)","2022-Aug-22 08:50 ± < 00:01","843999","842556","21.85","21.83","25.9","17 m -   38 m","0"
"(2022 QD8)","2022-Aug-22 10:51 ± < 00:01","2105011","2096044","15.29","15.27","25.8","19 m -   42 m","0"
"(2022 QV7)","2022-Aug-22 12:10 ± < 00:01","5199370","5177005","9.92","9.92","25.1","26 m -   58 m","0"
"(2022 QB6)","2022-Aug-22 13:10 ± < 00:01","7064340","7024949","20.08","20.08","24.4","36 m -   80 m","0"
"(2022 QH3)","2022-Aug-22 15:32 ± < 00:01","503954","503534","9.46","9.38","26.8","12 m -   26 m","0"
"(2022 QT6)","2022-Aug-22 19:03 ±    00:02","5318820","5303610","2.85","2.82","26.6","13 m -   28 m","0"
"(2015 QH3)","2022-Aug-22 22:23 ± 2_23:34","2152015","1978904","7.00","6.98","27.0","11 m -   24 m","0"
"(2022 QR36)","2022-Aug-23 07:24 ±    00:04","1280578","1274367","14.10","14.08","26.6","13 m -   29 m","0"
"(2022 QX)","2022-Aug-23 09:12 ± < 00:01","2811156","2796219","12.67","12.66","26.4","14 m -   32 m","0"
"(2022 QG8)","2022-Aug-24 00:24 ±    00:12","1238181","1234768","10.09","10.06","26.9","11 m -   24 m","0"
"(2022 QO5)","2022-Aug-24 08:43 ± < 00:01","3651892","3643214","11.43","11.42","25.4","22 m -   50 m","0"
"(2022 QR)","2022-Aug-24 17:06 ± < 00:01","1365051","1362532","8.57","8.54","27.1","10 m -   23 m","0"
"(2022 RR2)","2022-Aug-25 08:41 ±    00:07","1752339","1743547","12.15","12.13","26.2","16 m -   35 m","0"
"(2022 RM5)","2022-Aug-26 18:12 ±    00:06","4978634","4931922","9.78","9.77","26.1","16 m -   36 m","0"
"(2022 QP4)","2022-Aug-26 21:45 ± < 00:01","1399262","1398060","7.73","7.70","27.1","10 m -   23 m","0"
"(2022 SB2)","2022-Aug-26 22:33 ±    00:24","6642859","6576575","12.15","12.15","24.1","39 m -   88 m","0"
"(2022 RD1)","2022-Aug-27 00:54 ±    00:03","6780134","6692345","24.62","24.62","24.6","32 m -   71 m","0"
"(2022 QP6)","2022-Aug-27 12:09 ± < 00:01","765473","764918","13.61","13.57","27.1","10 m -   23 m","0"
"(2022 ST124)","2022-Aug-27 17:52 ±    00:01","7272765","7272582","1.62","1.59","25.6","20 m -   46 m","0"
"(2022 QQ4)","2022-Aug-27 20:57 ± < 00:01","5928604","5911391","7.23","7.22","25.2","24 m -   54 m","0"
"(2022 RP1)","2022-Aug-27 21:42 ± < 00:01","2536374","2532439","3.28","3.23","26.7","12 m -   27 m","0"
"(2022 QP31)","2022-Aug-27 22:37 ± < 00:01","1949235","1945292","5.47","5.43","26.5","13 m -   29 m","0"
"(2022 QQ31)","2022-Aug-28 09:16 ±    00:09","634343","630844","14.77","14.73","27.9","6.8 m -   15 m","0"
"(2022 QP3)","2022-Aug-28 21:55 ± < 00:01","5515188","5485392","7.94","7.93","25.4","22 m -   49 m","0"
"(2022 RY)","2022-Aug-28 23:38 ± < 00:01","5415006","5387116","8.31","8.30","25.9","17 m -   39 m","0"
"(2022 RW3)","2022-Aug-28 23:52 ±    00:02","4625488","4622036","1.62","1.57","26.8","11 m -   26 m","0"
"(2022 RT2)","2022-Aug-29 03:56 ±    00:04","550520","548976","15.47","15.42","27.8","7.5 m -   17 m","0"
"(2022 QX4)","2022-Aug-29 09:24 ± < 00:01","1832482","1832477","8.82","8.80","24.7","31 m -   68 m","1"
"(2017 BU)","2022-Aug-29 16:35 ± < 00:01","6054995","6054979","7.00","6.99","25.2","24 m -   54 m","0"
"(2022 RA)","2022-Aug-29 16:53 ±    00:03","1317365","1312835","11.28","11.25","27.9","7.0 m -   16 m","0"
"(2022 RG1)","2022-Aug-30 10:12 ± < 00:01","4127729","4107785","11.10","11.09","26.4","14 m -   31 m","0"
"(2022 QX1)","2022-Aug-31 03:37 ± < 00:01","2063952","2057903","21.11","21.11","24.6","32 m -   71 m","1"
"(2022 QB8)","2022-Aug-31 07:46 ± < 00:01","7246252","7214969","10.58","10.58","25.9","18 m -   40 m","0"
"(2022 RL)","2022-Aug-31 08:39 ± < 00:01","140419","140310","8.29","7.94","28.7","4.8 m -   11 m","0"
"(2022 RT)","2022-Aug-31 12:10 ± < 00:01","1611441","1611322","14.93","14.91","24.6","33 m -   73 m","1"
"(2022 RP2)","2022-Aug-31 21:56 ± < 00:01","6045007","6043335","13.73","13.72","22.0","100 m -  230 m","1"
"(2022 QZ6)","2022-Aug-31 22:23 ± < 00:01","1260971","1257107","11.20","11.17","24.9","27 m -   61 m","1"
"(2022 QS7)","2022-Aug-31 23:37 ±    00:02","5006007","4982520","7.65","7.64","26.1","16 m -   36 m","0"
"(2022 RT1)","2022-Sep-01 01:18 ± < 00:01","33001","32980","17.73","17.04","31.5","1.4 m -  3.0 m","0"
"(2022 QT7)","2022-Sep-01 10:08 ± < 00:01","470509","470086","7.69","7.58","28.6","5.1 m -   11 m","0"
"(2021 CQ5)","2022-Sep-01 12:42 ±    02:09","3347336","3206720","13.55","13.54","28.6","5.1 m -   11 m","0"
"(2022 QB2)","2022-Sep-01 20:23 ± < 00:01","3940843","3929143","15.85","15.84","25.4","22 m -   50 m","0"
"(2022 RV2)","2022-Sep-02 01:30 ±    00:01","698303","695655","15.02","14.98","25.7","19 m -   43 m","1"
"(2022 RS1)","2022-Sep-02 09:29 ± < 00:01","502209","501659","3.76","3.54","27.8","7.3 m -   16 m","0"
"(2022 RQ1)","2022-Sep-02 09:46 ±    00:01","615358","614361","10.56","10.50","27.3","9.1 m -   20 m","0"
"(2022 QN5)","2022-Sep-02 16:46 ± < 00:01","935649","934044","13.54","13.51","25.8","18 m -   41 m","0"
"(2022 RD2)","2022-Sep-03 10:37 ± < 00:01","3208838","3208694","0.82","0.65","28.6","5.1 m -   11 m","0"
"(2022 QO31)","2022-Sep-03 17:22 ± < 00:01","5337734","5309968","8.44","8.43","24.2","38 m -   84 m","0"
"(2022 RB2)","2022-Sep-03 20:59 ± < 00:01","264899","264543","13.02","12.91","27.5","8.4 m -   19 m","0"
"(2022 SO9)","2022-Sep-04 01:00 ±    01:44","7461988","7320066","7.97","7.96","24.5","34 m -   76 m","0"
"(2022 RK)","2022-Sep-04 08:25 ±    00:02","3599424","3587985","7.83","7.82","25.9","18 m -   39 m","0"
"(2022 QJ7)","2022-Sep-05 07:51 ± < 00:01","5668738","5644808","12.02","12.01","25.7","19 m -   43 m","0"
"(2022 QU5)","2022-Sep-05 19:11 ±    00:07","7349887","7314551","7.11","7.10","25.3","23 m -   51 m","0"
"(2022 RW)","2022-Sep-05 23:06 ± < 00:01","1124184","1123738","11.21","11.17","23.4","55 m -  120 m","2"
"(2022 SG1)","2022-Sep-06 04:43 ±    00:02","4876173","4855443","14.91","14.91","24.4","35 m -   78 m","0"
"(2022 QC7)","2022-Sep-06 07:09 ± < 00:01","4654871","4652747","9.10","9.09","25.9","18 m -   39 m","0"
"(2022 RR1)","2022-Sep-07 00:33 ± < 00:01","732218","731495","8.24","8.17","26.6","13 m -   28 m","0"
"(2022 SN2)","2022-Sep-07 05:01 ±    03:08","2146120","2026101","11.91","11.89","25.6","20 m -   44 m","0"
"(2022 RE9)","2022-Sep-07 16:49 ±    00:07","5949179","5802323","5.32","5.31","25.2","24 m -   54 m","0"
"(2022 SU4)","2022-Sep-08 20:51 ±    00:05","2493792","2475975","9.59","9.57","27.4","8.9 m -   20 m","0"
"(2022 SP9)","2022-Sep-09 06:08 ±    00:08","2285949","2271648","9.05","9.04","25.2","24 m -   54 m","0"
"(2022 QB22)","2022-Sep-09 09:12 ± < 00:01","5441333","5430201","17.50","17.50","23.8","46 m -  100 m","0"
"(2022 SD29)","2022-Sep-09 18:24 ± < 00:01","6036737","6036260","3.43","3.41","26.5","13 m -   30 m","0"
"(2022 RC7)","2022-Sep-09 19:30 ± < 00:01","4589350","4586185","7.93","7.92","23.4","57 m -  130 m","0"
"(2022 SJ1)","2022-Sep-10 05:58 ±    00:01","5270543","5227148","9.77","9.76","25.5","21 m -   47 m","0"
"(2022 SP2)","2022-Sep-10 19:33 ±    00:03","7119078","7000821","7.41","7.40","26.7","12 m -   28 m","0"
"(2022 SE4)","2022-Sep-10 20:58 ±    00:02","1490035","1472261","8.89","8.86","26.5","13 m -   30 m","0"
"(2022 QF2)","2022-Sep-11 05:47 ± < 00:01","7313373","7288969","8.44","8.43","24.4","34 m -   77 m","0"
"(2022 SN3)","2022-Sep-11 06:22 ±    00:03","6488848","6405476","12.46","12.46","25.4","22 m -   49 m","0"
"(2022 RE)","2022-Sep-11 15:04 ± < 00:01","2289390","2283844","12.24","12.22","25.9","18 m -   39 m","0"
"(2022 SB1)","2022-Sep-12 05:26 ± < 00:01","3267193","3259926","11.28","11.27","24.6","32 m -   70 m","0"
"(2022 RJ2)","2022-Sep-12 06:23 ± < 00:01","1166803","1161889","15.87","15.85","27.0","11 m -   24 m","0"
"(2022 SC)","2022-Sep-12 10:37 ± < 00:01","5296899","5284775","10.97","10.97","24.7","30 m -   68 m","0"
"(2022 SR)","2022-Sep-12 10:53 ± < 00:01","5865683","5859331","6.88","6.87","24.6","32 m -   70 m","0"
"(2022 SK2)","2022-Sep-12 12:16 ±    00:03","629192","628946","22.84","22.81","26.5","13 m -   30 m","0"
"(2022 SD1)","2022-Sep-12 18:15 ± < 00:01","4186498","4171129","13.23","13.22","25.0","27 m -   60 m","0"
"(2008 RW)","2022-Sep-12 19:50 ± < 00:01","6697177","6697118","10.21","10.20","22.9","70 m -  160 m","0"
"(2022 SL)","2022-Sep-13 11:20 ± < 00:01","2576822","2572044","8.22","8.21","25.8","19 m -   42 m","0"
"(2022 RQ)","2022-Sep-13 12:08 ± < 00:01","3757509","3742853","13.76","13.75","25.6","20 m -   46 m","0"
"(2022 SL2)","2022-Sep-13 12:13 ± < 00:01","4671469","4647610","7.61","7.60","26.0","17 m -   38 m","0"
"(2022 SZ11)","2022-Sep-13 16:51 ±    00:23","5751885","5609247","8.87","8.87","26.6","12 m -   28 m","0"
"(2022 SA)","2022-Sep-14 07:57 ±    00:04","2514674","2502681","7.97","7.95","26.9","11 m -   25 m","0"
"(2022 SK3)","2022-Sep-14 10:20 ±    00:04","1067043","1064508","8.12","8.07","28.8","4.7 m -   10 m","0"
"(2022 ST)","2022-Sep-14 11:11 ±    00:03","3962992","3935849","8.90","8.89","27.0","10 m -   23 m","0"
"(2022 SX1)","2022-Sep-14 16:39 ± < 00:01","2054993","2046357","12.20","12.19","26.4","14 m -   31 m","0"
"(2022 SE)","2022-Sep-14 19:32 ±    00:07","4337950","4289122","9.44","9.43","27.0","11 m -   24 m","0"
"(2022 SQ)","2022-Sep-14 22:49 ± < 00:01","1010363","1007987","6.06","5.99","28.2","6.1 m -   14 m","0"
"(2022 SH1)","2022-Sep-15 04:13 ± < 00:01","4480107","4438042","7.45","7.44","26.2","15 m -   34 m","0"
"(2022 SL4)","2022-Sep-15 05:01 ± < 00:01","2132419","2128555","15.52","15.51","26.0","17 m -   38 m","0"
"(2022 SU2)","2022-Sep-15 12:25 ± < 00:01","5658119","5656719","17.69","17.69","24.6","31 m -   70 m","0"
"(2020 PT4)","2022-Sep-15 13:39 ± < 00:01","7189384","7189322","10.85","10.84","24.8","29 m -   65 m","0"
"(2022 SD5)","2022-Sep-15 15:36 ±    01:24","2914294","2901111","3.34","3.30","28.6","5.1 m -   11 m","0"
"(2022 SH2)","2022-Sep-15 19:58 ± < 00:01","3074737","3021204","9.27","9.25","27.4","8.6 m -   19 m","0"
"(2022 SW)","2022-Sep-16 00:42 ± < 00:01","511049","510364","17.21","17.16","25.1","25 m -   56 m","1"
"(2022 SG5)","2022-Sep-16 01:55 ± < 00:01","3494948","3446573","22.90","22.90","26.0","17 m -   37 m","0"
"(2022 SN1)","2022-Sep-16 03:34 ± < 00:01","732123","731017","10.92","10.87","28.4","5.5 m -   12 m","0"
"(2022 SV4)","2022-Sep-16 04:08 ± < 00:01","2384494","2381205","4.65","4.62","25.8","19 m -   41 m","0"
"(2022 ST2)","2022-Sep-16 04:54 ± < 00:01","2702371","2695523","11.26","11.25","26.1","16 m -   36 m","0"
"(2022 SD2)","2022-Sep-16 05:32 ±    00:04","2547309","2528125","8.40","8.38","27.5","8.3 m -   18 m","0"
"(2022 QD1)","2022-Sep-16 06:38 ± < 00:01","7455530","7450361","9.51","9.50","23.2","60 m -  130 m","0"
"(2022 SD)","2022-Sep-16 14:12 ±    00:27","5792102","5745176","8.55","8.54","25.8","18 m -   41 m","0"
"(2022 ST6)","2022-Sep-16 15:56 ±    00:02","1994484","1979003","8.81","8.79","28.3","5.7 m -   13 m","0"
"(2022 SH10)","2022-Sep-16 20:40 ± < 00:01","1144440","1127010","21.99","21.97","26.1","16 m -   36 m","0"
"(2022 SY1)","2022-Sep-16 20:41 ± < 00:01","5792519","5780325","15.30","15.30","22.5","86 m -  190 m","1"
"(2022 SF4)","2022-Sep-16 22:03 ± < 00:01","1462944","1459157","12.28","12.26","27.0","11 m -   24 m","0"
"(2022 SB4)","2022-Sep-17 07:38 ± < 00:01","4309605","4298218","23.47","23.47","25.3","24 m -   53 m","0"
"(2022 SM8)","2022-Sep-17 08:55 ± < 00:01","5594652","5569985","6.58","6.57","25.7","19 m -   43 m","0"
"(2022 SU5)","2022-Sep-17 09:57 ± < 00:01","1318503","1313063","4.81","4.75","28.5","5.3 m -   12 m","0"
"(2022 SJ3)","2022-Sep-17 11:04 ±    00:01","139826","139666","15.79","15.60","30.5","2.1 m -  4.6 m","0"
"(2022 SX9)","2022-Sep-17 13:24 ± < 00:01","6105921","6044931","8.76","8.75","26.3","15 m -   33 m","0"
"(2022 SX55)","2022-Sep-17 13:34 ±    00:08","55639","55322","12.61","12.02","30.2","2.4 m -  5.4 m","0"
"(2022 SM24)","2022-Sep-17 14:46 ±    00:07","4230744","4215777","6.76","6.75","26.2","15 m -   34 m","0"
"(2022 SR7)","2022-Sep-17 22:04 ± < 00:01","3516889","3481878","23.95","23.94","24.9","28 m -   63 m","0"
"(2022 SC5)","2022-Sep-17 22:15 ±    00:20","1482123","1469469","15.06","15.05","27.4","8.7 m -   20 m","0"
"(2005 RX3)","2022-Sep-18 06:22 ± < 00:01","4742190","4741977","17.46","17.45","22.5","83 m -  180 m","1"
"(2022 SB)","2022-Sep-18 06:34 ± < 00:01","1165110","1160740","17.91","17.89","27.5","8.5 m -   19 m","0"
"(2022 QB37)","2022-Sep-18 15:57 ± < 00:01","6570595","6525944","9.22","9.21","23.9","44 m -   98 m","0"
"(2022 SS2)","2022-Sep-18 17:02 ± < 00:01","748546","748297","7.28","7.21","27.2","9.7 m -   22 m","0"
"(2022 SF10)","2022-Sep-18 18:05 ±    00:06","3517184","3482517","14.71","14.71","26.2","15 m -   34 m","0"
"(2022 SA8)","2022-Sep-18 22:21 ±    00:18","853363","850926","10.72","10.67","28.0","6.6 m -   15 m","0"
"(2022 SA5)","2022-Sep-18 23:05 ± < 00:01","1032301","1023399","22.76","22.75","25.9","17 m -   39 m","0"
"(2022 SF)","2022-Sep-19 01:03 ±    00:02","5578119","5511994","16.79","16.79","25.8","19 m -   42 m","0"
"(2022 SF6)","2022-Sep-19 11:20 ± < 00:01","1179863","1176994","12.43","12.40","27.5","8.6 m -   19 m","0"
"(2022 SE32)","2022-Sep-19 15:02 ±    01:25","1516441","1496782","9.40","9.37","28.0","6.7 m -   15 m","0"
"(2022 QJ50)","2022-Sep-19 18:32 ±    01:13","4195645","4082784","10.20","10.19","25.1","25 m -   56 m","0"
"(2022 SK4)","2022-Sep-19 21:41 ± < 00:01","14922","14863","13.01","10.76","30.4","2.3 m -  5.1 m","1"
"(2022 SA11)","2022-Sep-20 07:01 ± < 00:01","1336448","1332314","6.82","6.78","28.7","4.8 m -   11 m","0"
"(2022 SC1)","2022-Sep-20 07:36 ± < 00:01","5494705","5462107","10.26","10.26","25.7","19 m -   43 m","0"
"(2022 SW1)","2022-Sep-20 08:38 ± < 00:01","679045","677942","10.13","10.08","27.7","7.8 m -   17 m","0"
"(2022 SH)","2022-Sep-20 09:34 ±    00:03","3032426","3014262","7.60","7.58","27.6","8.0 m -   18 m","0"
"(2022 SQ15)","2022-Sep-21 03:48 ±    00:01","7029562","6938232","7.36","7.36","27.1","10 m -   23 m","0"
"(2022 SA1)","2022-Sep-21 05:14 ± < 00:01","7191642","7151371","14.12","14.12","25.2","25 m -   55 m","0"
"(2022 SK11)","2022-Sep-21 07:02 ± < 00:01","6813947","6740482","14.28","14.27","25.2","24 m -   55 m","0"
"(2022 SN15)","2022-Sep-21 08:24 ±    00:02","4032592","3990205","9.99","9.98","26.9","11 m -   25 m","0"
"(2022 SJ10)","2022-Sep-21 09:49 ± < 00:01","5273547","5240950","12.65","12.65","25.7","19 m -   42 m","0"
"(2022 SJ19)","2022-Sep-21 12:50 ±    00:16","1285506","1262980","9.45","9.42","27.3","9.3 m -   21 m","0"
"(2022 SR2)","2022-Sep-21 19:11 ± < 00:01","448433","447454","21.74","21.70","28.0","6.6 m -   15 m","0"
"(2022 SG19)","2022-Sep-21 22:24 ± < 00:01","4077364","4030967","11.59","11.59","26.8","12 m -   26 m","0"
"(2022 SK1)","2022-Sep-22 00:02 ± < 00:01","2717817","2713011","8.42","8.40","25.5","21 m -   47 m","0"
"(2022 TF3)","2022-Sep-22 04:38 ±    01:04","2325718","2300643","12.08","12.07","26.9","11 m -   25 m","0"
"(2022 TB)","2022-Sep-22 04:46 ±    00:03","6119862","6086798","22.08","22.07","22.6","79 m -  180 m","0"
"(2022 SG3)","2022-Sep-22 08:09 ± < 00:01","666913","666419","10.78","10.73","27.0","10 m -   23 m","0"
"(2022 SF25)","2022-Sep-22 13:24 ±    00:06","1735967","1722331","12.70","12.68","26.3","15 m -   33 m","0"
"(2022 ST1)","2022-Sep-22 14:38 ±    00:02","1528177","1519758","13.54","13.53","27.2","9.7 m -   22 m","0"
"(2022 SG)","2022-Sep-22 15:09 ± < 00:01","2805284","2791626","19.64","19.63","24.5","34 m -   76 m","0"
"(2022 SG25)","2022-Sep-22 21:55 ±    00:06","1793939","1787580","10.86","10.84","27.6","8.1 m -   18 m","0"
"(2022 QH8)","2022-Sep-22 22:50 ± < 00:01","4052169","4046620","15.28","15.27","24.2","39 m -   87 m","0"
"(2022 SW3)","2022-Sep-23 05:20 ± < 00:01","2777160","2771406","8.71","8.69","24.9","28 m -   62 m","0"
"(2022 SW20)","2022-Sep-23 07:03 ±    00:06","659878","657741","14.45","14.40","26.5","13 m -   30 m","0"
"(2022 SC10)","2022-Sep-23 12:01 ± < 00:01","5469865","5446512","10.05","10.05","25.7","19 m -   43 m","0"
"(2022 SL21)","2022-Sep-23 15:47 ±    00:01","5500814","5467596","7.92","7.91","26.6","13 m -   28 m","0"
"(2022 QK36)","2022-Sep-23 19:32 ± < 00:01","7172896","7169875","3.69","3.67","26.3","15 m -   33 m","0"
"(2022 SD9)","2022-Sep-23 21:36 ± < 00:01","247164","246980","13.52","13.40","28.4","5.6 m -   12 m","0"
"(2022 SP)","2022-Sep-24 00:04 ±    00:05","3536527","3493034","9.78","9.77","27.2","9.8 m -   22 m","0"
"(2022 SL48)","2022-Sep-24 00:42 ±    00:30","830759","827269","9.19","9.14","26.7","12 m -   27 m","0"
"(2022 SW55)","2022-Sep-24 10:28 ±    00:03","5220111","5185766","11.79","11.78","25.2","24 m -   53 m","0"
"(2022 SK)","2022-Sep-24 14:51 ± < 00:01","6928353","6893808","16.64","16.63","24.2","38 m -   85 m","0"
"(2022 SF19)","2022-Sep-24 23:56 ±    00:02","168630","167901","12.69","12.50","29.3","3.7 m -  8.2 m","0"
"(2022 RM)","2022-Sep-25 03:44 ± < 00:01","5456966","5438887","10.02","10.01","25.3","23 m -   51 m","0"
"(2022 SK28)","2022-Sep-25 05:36 ±    00:02","2322201","2311701","25.32","25.31","26.2","15 m -   34 m","0"
"(2022 SK6)","2022-Sep-25 07:13 ± < 00:01","1046234","1042604","3.90","3.80","27.5","8.5 m -   19 m","0"
"(2022 SH11)","2022-Sep-25 10:54 ± < 00:01","4963538","4916530","10.84","10.83","26.8","12 m -   26 m","0"
"(2022 SL1)","2022-Sep-25 11:41 ± < 00:01","3553776","3535021","7.99","7.98","26.1","16 m -   36 m","0"
"(2022 SU1)","2022-Sep-25 17:51 ± < 00:01","1532144","1524001","13.99","13.97","26.9","11 m -   25 m","0"
"(2022 SE11)","2022-Sep-25 19:13 ± < 00:01","2213922","2205511","4.70","4.66","28.7","4.7 m -   11 m","0"
"(2022 SN21)","2022-Sep-26 04:18 ±    00:01","3132288","3120840","3.26","3.22","26.7","12 m -   27 m","0"
"(2022 SE6)","2022-Sep-26 06:13 ± < 00:01","1513631","1513245","4.17","4.11","25.8","18 m -   41 m","0"
"(2022 UO4)","2022-Sep-26 07:36 ±    01:09","6389607","6329204","6.91","6.90","25.2","24 m -   53 m","0"
"(2022 TK)","2022-Sep-26 16:21 ±    00:07","1764544","1758614","8.07","8.04","26.5","13 m -   29 m","0"
"(2022 TO)","2022-Sep-26 16:22 ± < 00:01","6529287","6478967","12.89","12.88","24.7","30 m -   67 m","0"
"(2022 SR4)","2022-Sep-26 19:02 ± < 00:01","3029155","3017402","11.03","11.02","25.7","19 m -   43 m","0"
"(2022 SY4)","2022-Sep-26 19:21 ± < 00:01","920192","918163","11.77","11.73","27.5","8.3 m -   19 m","0"
